id,drug9,drug10,drug
173749|20012043|KR868045,S,R,D4T_SIR
173750|99022021|KR867762,I,R,D4T_SIR
173765|21032018|KR868031,S,R,D4T_SIR
173770|21012001|KR868022,S,R,D4T_SIR
173779|21012016|KR867965,S,R,D4T_SIR
173801|16011003|KR868110,S,R,D4T_SIR
173805|16011045|KR868023,S,R,D4T_SIR
173811|99022004|KR867990,S,R,D4T_SIR
173834|12021002|KR867776,S,R,D4T_SIR
173837|21011003|KR867798,S,R,D4T_SIR
17599|CA42786|AY802529,S,R,D4T_SIR
17616|CA41473|AY802533,S,R,D4T_SIR
17618|CA41477|AY802534,S,R,D4T_SIR
17692|CA41627|AY802544,S,R,D4T_SIR
18334|CA42816|AY802548,S,R,D4T_SIR
18340|CA42828|AY802549,S,R,D4T_SIR
18732|F58125|AY714416,S,R,D4T_SIR
18752|M36208|AY714456,I,R,D4T_SIR
18753|F83557|AY714458,S,R,D4T_SIR
19178|UK4985|AY901820,S,R,D4T_SIR
20438|01_NIB719|AJ577965,S,R,D4T_SIR
20486|00_MUZ714|AJ577959,S,R,D4T_SIR
20727|TH_556|AY901878,S,R,D4T_SIR
20772|TH_604|,S,R,D4T_SIR
20774|TH_606|,S,R,D4T_SIR
20997|CA48304|AY802574,S,R,D4T_SIR
21001|CA48312|FJ983465,S,R,D4T_SIR
21008|CA48326|FJ983467,S,R,D4T_SIR
21174|98SN53|AJ583735,S,R,D4T_SIR
21177|99SN86|AJ583739,S,R,D4T_SIR
21295|TK1021|,S,R,D4T_SIR
21675|TC41_2003|FJ445699,S,R,D4T_SIR
21676|TC-51|,S,R,D4T_SIR
21678|TC-60|,S,R,D4T_SIR
2202|CA16886|AY801144,S,R,D4T_SIR
22039|q489|AY510096,I,R,D4T_SIR
22088|CA64070|GQ211906,S,R,D4T_SIR
22428|766|,S,R,D4T_SIR
22445|215|AY390144,S,R,D4T_SIR
23900|CA55428|FJ983519,S,R,D4T_SIR
23999|DP_115m3|,S,R,D4T_SIR
24090|7152_W36|AY736117,I,R,D4T_SIR
24091|7225_W36|AY736112,S,R,D4T_SIR
24091|7225_W56|AY736113,S,R,D4T_SIR
24092|7101_W24|AY736110,S,R,D4T_SIR
24093|7728_W32|AY736115,S,R,D4T_SIR
25077|CA58200|GQ210965,S,R,D4T_SIR
25330|84771|,S,R,D4T_SIR
25354|101546|,S,R,D4T_SIR
25400|101499|,S,R,D4T_SIR
25444|102251|,S,R,D4T_SIR
25450|93794|,S,R,D4T_SIR
25456|84133|,S,R,D4T_SIR
25476|99208|,S,R,D4T_SIR
25478|92049|,S,R,D4T_SIR
25485|93684|,S,R,D4T_SIR
25493|95616|,S,R,D4T_SIR
25506|99114|,S,R,D4T_SIR
25509|99430|,S,R,D4T_SIR
25511|100126|,S,R,D4T_SIR
25520|103417|,S,R,D4T_SIR
25525|105582|,S,R,D4T_SIR
25531|107397|,S,R,D4T_SIR
25599|CA126227|GQ213935,S,R,D4T_SIR
26193|GBS_10|AY872345,I,R,D4T_SIR
26208|GBS_24|AY872359,S,R,D4T_SIR
26214|GBS_02|AY872337,S,R,D4T_SIR
26437|02_1001w24|DQ286504,S,R,D4T_SIR
26438|08_8004w12|DQ286522,S,R,D4T_SIR
26439|11_1005w12|DQ286507,S,R,D4T_SIR
26442|19_3007w12|DQ286513,S,R,D4T_SIR
26443|03002w12|DQ286510,S,R,D4T_SIR
26451|04006w12|DQ286517,S,R,D4T_SIR
26455|05008w12|DQ286520,S,R,D4T_SIR
26457|08002w12|DQ286521,S,R,D4T_SIR
26459|10002w12|DQ286523,S,R,D4T_SIR
26973|39_w44|,S,R,D4T_SIR
26977|42_w26|,S,R,D4T_SIR
26977|42_w42|,S,R,D4T_SIR
27010|73_w52|,S,R,D4T_SIR
27038|JEG02_w12|DQ199575,S,R,D4T_SIR
27039|JEG03_w12|DQ199576,S,R,D4T_SIR
27040|JEG04_w12|DQ199577,S,R,D4T_SIR
27041|JEG05_w12|DQ199578,S,R,D4T_SIR
27043|JEG07_w12|DQ199580,S,R,D4T_SIR
27046|JEG10_w12|DQ199583,S,R,D4T_SIR
27047|JEG11_w12|DQ199584,S,R,D4T_SIR
27050|JEG14_w12|DQ199587,S,R,D4T_SIR
27051|JEG15_w12|DQ199588,S,R,D4T_SIR
27053|JEG17_w12|DQ199590,S,R,D4T_SIR
27054|JEG18_w12|DQ199591,S,R,D4T_SIR
27055|JEG19_w12|DQ199592,S,R,D4T_SIR
27056|JEG20_w12|DQ199593,S,R,D4T_SIR
27058|JEG22_w12|DQ199595,S,R,D4T_SIR
27059|JEG23_w12|DQ199596,S,R,D4T_SIR
27060|JEG24_w12|DQ199597,S,R,D4T_SIR
27061|JEG25_w12|DQ199598,I,R,D4T_SIR
27062|JEG26_w12|DQ199599,S,R,D4T_SIR
27065|JEG29_w12|DQ199602,S,R,D4T_SIR
27066|JEG30_w12|DQ199603,S,R,D4T_SIR
27067|JEG31_w12|DQ199604,S,R,D4T_SIR
27070|JEG34_w12|DQ199607,S,R,D4T_SIR
29166|03PS032MB1|DQ445633,S,R,D4T_SIR
29330|04SK140B1|AY901973,S,R,D4T_SIR
29445|3329RT_f1|,S,R,D4T_SIR
29458|996RT_bl|,S,R,D4T_SIR
30065|CA68805|GQ212460,I,R,D4T_SIR
30173|CA69023|,S,R,D4T_SIR
30189|CA96563|GQ213682,S,R,D4T_SIR
30202|CA69081|GQ212617,S,R,D4T_SIR
31822|03CM2-50|AM279458,S,R,D4T_SIR
32354|BAA157671|AY870176,S,R,D4T_SIR
32418|4083-30311|DQ880443,I,R,D4T_SIR
32466|1626-30328|DQ879630,I,R,D4T_SIR
32649|4021-30514|DQ880399,I,R,D4T_SIR
32913|1812-30515|DQ879788,S,R,D4T_SIR
33032|2048-30819|DQ879977,I,R,D4T_SIR
33056|1846-30821|DQ879811,S,R,D4T_SIR
33059|2493-30821|DQ880231,S,R,D4T_SIR
33065|2101-30618|DQ880019,S,R,D4T_SIR
33095|1530-30807|DQ879555,S,R,D4T_SIR
33278|1130-30317|DQ879243,S,R,D4T_SIR
33310|1791-30528|DQ879774,S,R,D4T_SIR
33326|1470-30422|DQ879516,S,R,D4T_SIR
33406|1194-30303|DQ879300,S,R,D4T_SIR
33411|1632-30304|DQ879636,S,R,D4T_SIR
33570|1597-30527|DQ879606,S,R,D4T_SIR
33610|3149-30506|DQ880354,S,R,D4T_SIR
33626|3159-30625|DQ880360,S,R,D4T_SIR
34059|3013-30305|DQ877923,S,R,D4T_SIR
34545|4206-30415|DQ878439,I,R,D4T_SIR
36481|DR_H3117|,S,R,D4T_SIR
36482|DR_H3198|,S,R,D4T_SIR
36487|FDB_Pt16|EF434880,S,R,D4T_SIR
36501|FDB_Pt10|EF434894,S,R,D4T_SIR
36502|FDB_Pt7|EF434895,S,R,D4T_SIR
36506|FDB_Pt15|EF434899,S,R,D4T_SIR
36658|B-1024|AY833594,S,R,D4T_SIR
38006|CA123504|KY190135,S,R,D4T_SIR
38292|1898_4401|EF026226,S,R,D4T_SIR
3897|CA4355|AY801192,S,R,D4T_SIR
39535|2439b|EF548301,S,R,D4T_SIR
39895|3616b|EF548806,S,R,D4T_SIR
40100|0086b|EF549103,S,R,D4T_SIR
4014|CA9273|AY802675,S,R,D4T_SIR
40251|4079b|EF549325,S,R,D4T_SIR
404|143P11W72|AF013451,I,R,D4T_SIR
40584|05CN_049|EF199582,S,R,D4T_SIR
40587|05CN_052|EF199585,S,R,D4T_SIR
40614|05CN_084|EF199612,S,R,D4T_SIR
408|143P12W104|AF013459,S,R,D4T_SIR
4092|CA37884|AY801261,S,R,D4T_SIR
410|143P13W104|AF013463,S,R,D4T_SIR
41362|03HN_TX014|EU312786,S,R,D4T_SIR
4164|CA48166|AY801280,S,R,D4T_SIR
43105|ICH027|EU308017,I,R,D4T_SIR
43156|sw057|EU308068,S,R,D4T_SIR
4459|CA35214|AY801347,S,R,D4T_SIR
4463|CA10936|AY031307,I,R,D4T_SIR
4463|CA12925|AY801350,I,R,D4T_SIR
4463|CA20129|AF514203,I,R,D4T_SIR
45518|Pt1|AY311593,S,R,D4T_SIR
4572|CA41267|AY801378,S,R,D4T_SIR
45949|fj69|EF432713,S,R,D4T_SIR
4637|3386-2073|,S,R,D4T_SIR
4651|P5550-769|,S,R,D4T_SIR
4788|CA13855|AF514212,I,R,D4T_SIR
4825|CA162236|,S,R,D4T_SIR
5048|CA41249|AY801467,S,R,D4T_SIR
5277|CA12940|AY031834,S,R,D4T_SIR
55777|10418858|EF449982,S,R,D4T_SIR
55810|5074834|EF449893,S,R,D4T_SIR
55835|7207112|EF449987,S,R,D4T_SIR
55854|10515363|EF449997,S,R,D4T_SIR
5630|CA60774|,S,R,D4T_SIR
56480|Pt045|,S,R,D4T_SIR
56482|Pt047|,S,R,D4T_SIR
5697|CA14462|AY032099,S,R,D4T_SIR
59173|05HBsz825|FJ375050,S,R,D4T_SIR
59313|8269|GQ228305,S,R,D4T_SIR
59342|9401|GQ228334,S,R,D4T_SIR
59349|9438|GQ228341,I,R,D4T_SIR
59370|9381|GQ228362,S,R,D4T_SIR
59385|8503|GQ228377,I,R,D4T_SIR
60398|TW238|EU164857,S,R,D4T_SIR
60434|TW4832|EU164893,S,R,D4T_SIR
60438|TW9200|EU164897,S,R,D4T_SIR
63904|03p8-1|,I,R,D4T_SIR
63912|06p16-2|,S,R,D4T_SIR
63980|07p86-1|,S,R,D4T_SIR
63981|08p87-2|,I,R,D4T_SIR
64300|P06121|EU822777,S,R,D4T_SIR
64310|P10471|EU822787,S,R,D4T_SIR
64314|P12391|EU822791,S,R,D4T_SIR
64317|P12831|EU822794,S,R,D4T_SIR
6555|CA37699|AY801668,S,R,D4T_SIR
68522|US2007CR2|,S,R,D4T_SIR
68558|US2007CR32|,S,R,D4T_SIR
68605|US2006CR79|,S,R,D4T_SIR
68669|US2006CR143|,S,R,D4T_SIR
68684|US2006CR158|,S,R,D4T_SIR
68707|US2006CR181|,I,R,D4T_SIR
68770|US2006CR244|,S,R,D4T_SIR
70013|TJC2371193|,S,R,D4T_SIR
70096|2344227|,S,R,D4T_SIR
70133|TJC2422791|,S,R,D4T_SIR
70153|TJC2407731|,S,R,D4T_SIR
70182|TJC2381560|,S,R,D4T_SIR
70215|X2459_1|GU326102,S,R,D4T_SIR
70310|06ARC076|GQ344961,I,R,D4T_SIR
7120|CA17472|AF514254,S,R,D4T_SIR
73367|26IND431|GU108157,I,R,D4T_SIR
73382|56IND446|GU108172,I,R,D4T_SIR
75140|108506|AY365789,S,R,D4T_SIR
75141|108517|AY365790,S,R,D4T_SIR
75195|110725|AY365844,S,R,D4T_SIR
75406|126444|AY366055,I,R,D4T_SIR
75531|01-1378MJ|AY803467,S,R,D4T_SIR
75701|CA162455|KY190179,S,R,D4T_SIR
75796|CA162647|,S,R,D4T_SIR
75828|CA162713|,S,R,D4T_SIR
75925|GT111992003|,S,R,D4T_SIR
75930|MD0131252006|,S,R,D4T_SIR
75936|MD111992003|,S,R,D4T_SIR
76043|BV106-2|EU872136,S,R,D4T_SIR
76049|BV264-2|EU872142,S,R,D4T_SIR
76290|TRCFRT1|FJ595349,S,R,D4T_SIR
76607|ZZQ410|FJ931231,I,R,D4T_SIR
76622|ZZQ774|FJ931246,S,R,D4T_SIR
76631|ZZQ822|FJ931255,I,R,D4T_SIR
76634|ZZQ829|FJ931258,I,R,D4T_SIR
76667|ZZR100|FJ931291,S,R,D4T_SIR
76672|ZZR51|FJ931296,S,R,D4T_SIR
76673|ZZR52|FJ931297,S,R,D4T_SIR
76675|ZZR59|FJ931299,S,R,D4T_SIR
76676|ZZR61|FJ931300,S,R,D4T_SIR
76678|ZZR65|FJ931302,S,R,D4T_SIR
76679|ZZR67|FJ931303,S,R,D4T_SIR
76710|ZZR127|FJ931334,S,R,D4T_SIR
76716|ZZQ411|FJ931340,I,R,D4T_SIR
76719|ZZR26|FJ931343,S,R,D4T_SIR
76721|ZZR69|FJ931345,S,R,D4T_SIR
76732|ZZR54|FJ931356,S,R,D4T_SIR
76733|ZZR197|FJ931357,S,R,D4T_SIR
76734|ZZR107|FJ931358,S,R,D4T_SIR
76735|ZZR109|FJ931359,S,R,D4T_SIR
76746|ZZR28|FJ931370,S,R,D4T_SIR
76760|ZZR225|FJ931384,S,R,D4T_SIR
76775|ZZR254|FJ931399,S,R,D4T_SIR
76794|ZZR361|FJ931418,S,R,D4T_SIR
76796|ZZR363|FJ931420,S,R,D4T_SIR
76800|ZZR379|FJ931424,S,R,D4T_SIR
76818|ZZR266|FJ931442,S,R,D4T_SIR
76827|ZZR437|FJ931451,S,R,D4T_SIR
77086|86HPD|FN599712,S,R,D4T_SIR
77460|16666|GQ409587,S,R,D4T_SIR
77515|143164|,S,R,D4T_SIR
77556|250802|,S,R,D4T_SIR
77568|25-0663|,I,R,D4T_SIR
77570|250865|,S,R,D4T_SIR
77573|250874|,S,R,D4T_SIR
77574|25-0383|,S,R,D4T_SIR
77582|250889|,S,R,D4T_SIR
77624|250757|,S,R,D4T_SIR
77639|250835|,S,R,D4T_SIR
77942|S66Pol|JQ071485,S,R,D4T_SIR
78400|A15177M12|HM565545,S,R,D4T_SIR
78410|A15195M12|HM565556,S,R,D4T_SIR
78416|A15615M6|HM565562,I,R,D4T_SIR
78418|A15274M12|HM565565,S,R,D4T_SIR
78438|A14207M18|HM565526,S,R,D4T_SIR
78442|A13712RS|HM565589,S,R,D4T_SIR
78452|A14091M18|HM565503,S,R,D4T_SIR
78452|A14091RS|HM565599,S,R,D4T_SIR
78459|A12500M30|HM565538,S,R,D4T_SIR
78459|A12500RS|HM565606,S,R,D4T_SIR
7938|CA41247|AY801857,S,R,D4T_SIR
79786|389500-E|HM037883,S,R,D4T_SIR
8000|CA37850|AY801890,S,R,D4T_SIR
80179|1w12|,S,R,D4T_SIR
80181|3w12|,S,R,D4T_SIR
80182|4w12|,S,R,D4T_SIR
80184|6w12|,S,R,D4T_SIR
80185|8w12|,S,R,D4T_SIR
80186|9w24|,S,R,D4T_SIR
8121|pANT70_t1|AF311859,S,R,D4T_SIR
8121|t973|AF311860,S,R,D4T_SIR
81400|RG14w64|,S,R,D4T_SIR
81663|RG377w22|,S,R,D4T_SIR
81829|RG64w120|,S,R,D4T_SIR
83329|35976|HQ657870,S,R,D4T_SIR
83344|36101|HQ657885,S,R,D4T_SIR
83360|36212|HQ657901,S,R,D4T_SIR
83522|10ZA_SAVE1383|HQ012302,S,R,D4T_SIR
84391|RG23877w35|,I,R,D4T_SIR
84486|12728Jb|HM056533,S,R,D4T_SIR
84539|12729Hb|HM056536,S,R,D4T_SIR
84540|RG89703w17|,S,R,D4T_SIR
84540|RG89703w24|,S,R,D4T_SIR
84743|121770H_wk9|HM056573,S,R,D4T_SIR
84795|S17|JF895204,I,R,D4T_SIR
85011|19-CP001233|HM117949,S,R,D4T_SIR
85272|GT00308796_1|JN381596,S,R,D4T_SIR
85272|GT00308796_2|JN381597,S,R,D4T_SIR
85284|GT00411974|JN381615,S,R,D4T_SIR
85285|GT00443767|JN381616,S,R,D4T_SIR
85494|A140|JN638084,S,R,D4T_SIR
85496|A142|JN638086,S,R,D4T_SIR
85530|A200|JN638120,S,R,D4T_SIR
85545|A236|JN638135,S,R,D4T_SIR
85560|A254|JN638150,I,R,D4T_SIR
85574|A272|JN638164,S,R,D4T_SIR
85605|A33|JN638195,S,R,D4T_SIR
86119|SK140|FJ199917,S,R,D4T_SIR
86295|079-001-007|,S,R,D4T_SIR
86303|079-005-004|,S,R,D4T_SIR
86304|079-011-001|,S,R,D4T_SIR
86311|079-011-012|,S,R,D4T_SIR
86331|079-007-007|,S,R,D4T_SIR
86349|079-007-013|,S,R,D4T_SIR
86361|079-008-003|,S,R,D4T_SIR
86375|079-008-006|,S,R,D4T_SIR
86419|079-006-009|,S,R,D4T_SIR
86434|079-005-024|,S,R,D4T_SIR
86462|079-003-052|,I,R,D4T_SIR
86624|05000487|JX073435,S,R,D4T_SIR
87386|07714A|GU581863,S,R,D4T_SIR
87391|07764B|GU581868,S,R,D4T_SIR
87422|08177A|GU581899,S,R,D4T_SIR
87433|08401A|GU581910,S,R,D4T_SIR
87434|08421A|GU581911,S,R,D4T_SIR
87467|08758A|GU581944,S,R,D4T_SIR
87477|08920A|GU581954,S,R,D4T_SIR
87512|09894B|GU581989,S,R,D4T_SIR
87531|10545A|GU582008,S,R,D4T_SIR
87542|10835A|GU582019,S,R,D4T_SIR
87549|10962A|GU582026,S,R,D4T_SIR
87577|11916A|GU582054,S,R,D4T_SIR
87598|E27013|GU582075,S,R,D4T_SIR
88131|BJ07590|JF906681,I,R,D4T_SIR
8874|M31|AY010491,S,R,D4T_SIR
89610|CP076301792|HQ994974,S,R,D4T_SIR
90265|707PKE11F|HM623502,I,R,D4T_SIR
90337|51030|JQ361665,S,R,D4T_SIR
9116|PW_UG474a|AY901279,S,R,D4T_SIR
91443|CP0012151|,S,R,D4T_SIR
91445|CP001399|,I,R,D4T_SIR
91446|CP005026|,I,R,D4T_SIR
91479|CP0011090|,S,R,D4T_SIR
91480|CP0011982|,S,R,D4T_SIR
91687|SK6031-M18|HQ864323,S,R,D4T_SIR
92056|IVVI7359|JQ312418,S,R,D4T_SIR
92149|DT-M9|HQ542788,S,R,D4T_SIR
92242|PHPT1117RT|HQ996437,S,R,D4T_SIR
92255|PHPT3539RT|HQ996450,I,R,D4T_SIR
92262|PHPT3679RT|HQ996457,S,R,D4T_SIR
92310|PHPT4484PR-RT|HQ996505,S,R,D4T_SIR
92324|PHPT2601PR-RT|HQ996519,S,R,D4T_SIR
92328|PHPT2972PR-RT|HQ996523,S,R,D4T_SIR
92330|PHPT4801PR-RT|HQ996525,S,R,D4T_SIR
92333|PHPT2442PR-RT|HQ996528,S,R,D4T_SIR
92334|PHPT4078PR-RT|HQ996529,S,R,D4T_SIR
93271|GZ236|JN848865,S,R,D4T_SIR
94943|E0580-1|JN652183,S,R,D4T_SIR
94963|B0708-1|JN652172,S,R,D4T_SIR
95157|08TGT3008|FR715252,S,R,D4T_SIR
95174|08TGE5009|FR715269,S,R,D4T_SIR
95181|08TGE5025|FR715276,S,R,D4T_SIR
9780|CA48152|AY802112,S,R,D4T_SIR
9828|CA37989|AY802134,S,R,D4T_SIR
9839|CA37993|AY802140,S,R,D4T_SIR
9904|CA42676|AY802180,S,R,D4T_SIR
9928|CA24533|AF514276,S,R,D4T_SIR
9|ANT70_t462|AF311858,I,R,D4T_SIR
100683|D0KOM9GHS1|KC168358,S,I,TDF_SIR
101018|E15EM95IWL|KC168663,I,R,TDF_SIR
101096|E4G0MM4GTK|KC168734,I,R,TDF_SIR
10214|IL128d|,I,R,TDF_SIR
10214|IL128e|AY901356,I,R,TDF_SIR
102167|122odyssee|HQ717956,I,R,TDF_SIR
10226|IL263|AY901363,I,R,TDF_SIR
102614|570odyssee|HQ718403,I,S,TDF_SIR
102894|12083|KC412795,I,R,TDF_SIR
103023|122160|JN669431,I,S,TDF_SIR
103026|127155|JN669434,I,S,TDF_SIR
103028|127370|JN669436,I,S,TDF_SIR
103031|127522|JN669439,I,S,TDF_SIR
103042|128156|JN669450,I,S,TDF_SIR
103043|128441|JN669451,I,S,TDF_SIR
103044|128541|JN669452,I,R,TDF_SIR
103074|130299|JN669482,I,R,TDF_SIR
103077|130379|JN669485,S,I,TDF_SIR
103086|130650|JN669494,I,S,TDF_SIR
103093|131180|JN669501,I,S,TDF_SIR
103099|131924|JN669507,S,I,TDF_SIR
103104|132555|JN669512,I,S,TDF_SIR
103108|132888|JN669516,I,R,TDF_SIR
103118|133634|JN669526,I,S,TDF_SIR
103123|134612|JN669531,S,I,TDF_SIR
103124|134850|JN669532,I,R,TDF_SIR
103127|134853|JN669535,I,S,TDF_SIR
103128|134854|JN669536,I,R,TDF_SIR
103141|135752|JN669549,I,R,TDF_SIR
103144|135815|JN669552,S,I,TDF_SIR
103151|137091|JN669559,I,S,TDF_SIR
103156|137293|JN669564,I,R,TDF_SIR
103186|140905|JN669594,I,S,TDF_SIR
103190|141208|JN669598,I,R,TDF_SIR
103191|141209|JN669599,S,I,TDF_SIR
103196|141703|JN669604,I,S,TDF_SIR
103201|141988|JN669609,I,S,TDF_SIR
103205|142103|JN669613,S,I,TDF_SIR
103208|142261|JN669616,I,S,TDF_SIR
103212|142709|JN669620,I,R,TDF_SIR
103215|142745|JN669623,I,S,TDF_SIR
103221|142780|JN669629,I,R,TDF_SIR
103227|143094|JN669635,I,R,TDF_SIR
103228|143095|JN669636,I,R,TDF_SIR
103232|143429|JN669640,S,I,TDF_SIR
103237|143731|JN669645,I,S,TDF_SIR
103251|145629|JN669659,I,R,TDF_SIR
103257|145844|JN669665,I,R,TDF_SIR
103264|146099|JN669672,I,R,TDF_SIR
103265|146264|JN669673,I,R,TDF_SIR
103268|146327|JN669676,I,R,TDF_SIR
103272|146737|JN669680,I,S,TDF_SIR
103274|146813|JN669682,I,R,TDF_SIR
103285|147583|JN669693,I,S,TDF_SIR
103301|148307|JN669709,I,S,TDF_SIR
103302|148314|JN669710,I,R,TDF_SIR
103303|148316|JN669711,I,R,TDF_SIR
103316|148792|JN669724,I,S,TDF_SIR
103318|148919|JN669726,I,R,TDF_SIR
103323|149213|JN669731,S,I,TDF_SIR
103338|150238|JN669746,I,S,TDF_SIR
103340|150355|JN669748,I,R,TDF_SIR
103353|151368|JN669761,I,R,TDF_SIR
103354|151379|JN669762,I,R,TDF_SIR
103382|152918|JN669790,I,R,TDF_SIR
103386|153174|JN669794,I,R,TDF_SIR
103391|153492|JN669799,I,R,TDF_SIR
103396|153755|JN669804,I,R,TDF_SIR
103405|154206|JN669813,S,I,TDF_SIR
103408|154303|JN669816,I,S,TDF_SIR
103414|154670|JN669822,I,S,TDF_SIR
103415|154694|JN669823,I,R,TDF_SIR
103423|155075|JN669831,I,R,TDF_SIR
103430|155277|JN669838,I,R,TDF_SIR
103432|155358|JN669840,I,R,TDF_SIR
103442|156053|JN669850,I,R,TDF_SIR
103448|156236|JN669856,I,S,TDF_SIR
103450|156299|JN669858,I,S,TDF_SIR
103466|156756|JN669874,I,R,TDF_SIR
103477|157469|JN669885,I,R,TDF_SIR
103483|157544|JN669891,I,R,TDF_SIR
103488|157709|JN669896,I,R,TDF_SIR
103494|157897|JN669902,I,R,TDF_SIR
103496|157967|JN669904,I,R,TDF_SIR
103498|158069|JN669906,I,R,TDF_SIR
103506|158375|JN669914,I,R,TDF_SIR
103514|158497|JN669922,I,R,TDF_SIR
103521|158685|JN669929,I,R,TDF_SIR
103523|158723|JN669931,I,S,TDF_SIR
103524|158819|JN669932,I,S,TDF_SIR
103529|158997|JN669937,I,R,TDF_SIR
103532|159048|JN669940,I,S,TDF_SIR
103541|159304|JN669949,I,S,TDF_SIR
103553|159797|JN669961,I,S,TDF_SIR
103564|160285|JN669972,I,S,TDF_SIR
103570|160464|JN669978,I,R,TDF_SIR
103572|160500|JN669980,I,S,TDF_SIR
103573|160560|JN669981,I,R,TDF_SIR
103574|160561|JN669982,I,R,TDF_SIR
103576|160595|JN669984,I,S,TDF_SIR
103584|161016|JN669992,I,S,TDF_SIR
103585|161152|JN669993,S,I,TDF_SIR
103593|161316|JN670001,I,R,TDF_SIR
103596|161363|JN670004,I,S,TDF_SIR
103598|161417|JN670006,I,R,TDF_SIR
103599|161428|JN670007,S,I,TDF_SIR
103609|161854|JN670017,I,S,TDF_SIR
103616|161994|JN670024,I,R,TDF_SIR
103617|162069|JN670025,S,I,TDF_SIR
103625|162262|JN670033,I,R,TDF_SIR
103632|162512|JN670040,I,R,TDF_SIR
103634|162642|JN670042,I,R,TDF_SIR
103637|162645|JN670045,I,R,TDF_SIR
103638|162674|JN670046,I,R,TDF_SIR
103644|163030|JN670052,S,I,TDF_SIR
103656|163358|JN670064,I,S,TDF_SIR
103657|163414|JN670065,I,R,TDF_SIR
103658|163462|JN670066,S,I,TDF_SIR
103669|164492|JN670077,I,R,TDF_SIR
103686|165203|JN670094,I,R,TDF_SIR
103702|165652|JN670110,I,S,TDF_SIR
103708|165823|JN670116,I,S,TDF_SIR
103709|165824|JN670117,I,R,TDF_SIR
103714|166236|JN670122,S,I,TDF_SIR
103737|167151|JN670145,I,S,TDF_SIR
103742|167212|JN670150,S,I,TDF_SIR
103751|167726|JN670159,S,I,TDF_SIR
103756|167789|JN670164,I,R,TDF_SIR
103759|167925|JN670167,I,S,TDF_SIR
103760|167998|JN670168,I,R,TDF_SIR
103764|168204|JN670172,I,R,TDF_SIR
103799|169723|JN670207,S,I,TDF_SIR
103819|170640|JN670227,I,R,TDF_SIR
103824|170719|JN670232,I,R,TDF_SIR
103831|170892|JN670239,I,R,TDF_SIR
103843|171239|JN670251,I,R,TDF_SIR
103853|171474|JN670261,I,R,TDF_SIR
103860|171753|JN670268,I,R,TDF_SIR
103868|171985|JN670276,I,S,TDF_SIR
103873|172184|JN670281,I,R,TDF_SIR
103875|172321|JN670283,I,R,TDF_SIR
103888|172698|JN670296,S,I,TDF_SIR
103890|172764|JN670298,I,S,TDF_SIR
103907|173204|JN670315,I,S,TDF_SIR
103915|173308|JN670323,I,S,TDF_SIR
103923|173453|JN670331,I,R,TDF_SIR
103926|173478|JN670334,I,S,TDF_SIR
103927|173500|JN670335,I,R,TDF_SIR
103930|173622|JN670338,I,S,TDF_SIR
103941|174996|JN670349,S,I,TDF_SIR
103942|175073|JN670350,I,S,TDF_SIR
103943|175084|JN670351,I,R,TDF_SIR
103946|175339|JN670354,I,R,TDF_SIR
103947|175384|JN670355,I,S,TDF_SIR
103961|175698|JN670369,I,R,TDF_SIR
103962|175726|JN670370,I,R,TDF_SIR
103967|175825|JN670375,S,I,TDF_SIR
103970|175850|JN670378,I,S,TDF_SIR
103975|175988|JN670383,S,I,TDF_SIR
103977|176059|JN670385,S,I,TDF_SIR
103979|176191|JN670387,S,I,TDF_SIR
103983|176249|JN670391,I,S,TDF_SIR
103988|176444|JN670396,I,S,TDF_SIR
103991|176559|JN670399,I,S,TDF_SIR
103997|176627|JN670405,I,R,TDF_SIR
103999|176636|JN670407,I,R,TDF_SIR
104000|176684|JN670408,I,R,TDF_SIR
104002|176698|JN670410,I,R,TDF_SIR
104015|177109|JN670423,I,R,TDF_SIR
104019|177131|JN670427,S,I,TDF_SIR
104024|177288|JN670432,I,R,TDF_SIR
104032|177433|JN670440,I,R,TDF_SIR
104033|177458|JN670441,I,R,TDF_SIR
104036|177485|JN670444,I,S,TDF_SIR
104037|177489|JN670445,I,S,TDF_SIR
104043|177615|JN670451,S,I,TDF_SIR
104047|177629|JN670455,I,R,TDF_SIR
104052|177847|JN670460,I,R,TDF_SIR
104058|177873|JN670466,I,R,TDF_SIR
104067|178215|JN670475,I,S,TDF_SIR
104072|178310|JN670480,I,S,TDF_SIR
104075|178433|JN670483,I,R,TDF_SIR
104080|178718|JN670488,I,R,TDF_SIR
104086|178955|JN670494,I,S,TDF_SIR
104087|178966|JN670495,I,S,TDF_SIR
104091|179050|JN670499,I,R,TDF_SIR
104094|179165|JN670502,I,S,TDF_SIR
104095|179184|JN670503,I,R,TDF_SIR
104096|179226|JN670504,I,S,TDF_SIR
104109|179606|JN670517,I,S,TDF_SIR
104117|179773|JN670525,I,R,TDF_SIR
104119|179823|JN670527,I,R,TDF_SIR
104121|179865|JN670529,S,I,TDF_SIR
104128|180112|JN670536,I,S,TDF_SIR
104131|180143|JN670539,I,R,TDF_SIR
104141|180532|JN670549,I,S,TDF_SIR
104171|181668|JN670579,I,S,TDF_SIR
104172|181681|JN670580,I,S,TDF_SIR
104175|181732|JN670583,I,S,TDF_SIR
104176|181752|JN670584,I,S,TDF_SIR
104190|182065|JN670598,I,S,TDF_SIR
104191|182090|JN670599,I,R,TDF_SIR
